dataset_id,cell_count,unique_cell_types,tissues,diseases,tissue_general_query,collection_name,collection_doi,dataset_title,dataset_h5ad_path,dataset_total_cell_count
4ebcbeeb-2208-4d30-acb2-8142a5201814,0,0,,,blood;brain;intestine;kidney;liver;lung,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Vascular endothelial cells,4ebcbeeb-2208-4d30-acb2-8142a5201814.h5ad,20855
4ed927e9-c099-49af-b8ce-a2652d069333,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-nucleus cross-tissue molecular reference maps to decipher disease gene function,10.1126/science.abl4290,Single-nucleus cross-tissue molecular reference maps to decipher disease gene function,4ed927e9-c099-49af-b8ce-a2652d069333.h5ad,209126
4f1555bc-4664-46c3-a606-78d34dd10d92,0,0,,,blood;brain;intestine;kidney;liver;lung,Tabula Sapiens,10.1126/science.abl4896,Tabula Sapiens - Bone_Marrow,4f1555bc-4664-46c3-a606-78d34dd10d92.h5ad,27112
4fb330ab-2d74-4649-b58f-7ffef457efdf,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell roadmap of human gonadal development,10.1038/s41586-022-04918-4,Human Somatic Cell Lineage,4fb330ab-2d74-4649-b58f-7ffef457efdf.h5ad,191230
5097d77d-08fa-4105-a18f-4072d61522a4,0,0,,,blood;brain;intestine;kidney;liver;lung,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Astrocyte - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),5097d77d-08fa-4105-a18f-4072d61522a4.h5ad,70009
50dc91a1-36b6-472a-b884-7307b6961ab1,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Supercluster: Bergmann glia,50dc91a1-36b6-472a-b884-7307b6961ab1.h5ad,8041
50eb1e23-b8d4-4f76-a184-44e5541fa05a,4755,7,blood,COVID-19,blood;brain;intestine;kidney;liver;lung,Longitudinal profiling of respiratory and systemic immune responses reveals myeloid cell-driven lung inflammation in severe COVID-19,10.1016/j.immuni.2021.03.005,74 years old female - Fresh PBMCs (8 days post-intubation),50eb1e23-b8d4-4f76-a184-44e5541fa05a.h5ad,4755
514329cb-2f22-4e7b-b789-75ea1a1e0067,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Immune Health Atlas,10.1038/s41586-025-09686-5,Human Immune Health Atlas NK cells and ILCs,514329cb-2f22-4e7b-b789-75ea1a1e0067.h5ad,148605
518d9049-2a76-44f8-8abc-1e2b59ab5ba1,0,0,,,blood;brain;intestine;kidney;liver;lung,The landscape of immune dysregulation in Crohn’s disease revealed through single-cell transcriptomic profiling in the ileum and colon,10.1016/j.immuni.2023.01.002,colon immune,518d9049-2a76-44f8-8abc-1e2b59ab5ba1.h5ad,152509
51d9716c-50bb-4fd8-8d1e-7d9329969cb7,11177,8,intestine,normal,blood;brain;intestine;kidney;liver;lung,"iPSC-derived small intestine-on-chip with self-organizing epithelial, mesenchymal and neural cells",10.1016/j.celrep.2024.114247,intestine_on_chip_IFN,51d9716c-50bb-4fd8-8d1e-7d9329969cb7.h5ad,11177
51f476f7-b24d-42f3-8871-7dab3fa35e96,0,0,,,blood;brain;intestine;kidney;liver;lung,Longitudinal profiling of respiratory and systemic immune responses reveals myeloid cell-driven lung inflammation in severe COVID-19,10.1016/j.immuni.2021.03.005,74 years old female - Airway Wash (4 days post-intubation),51f476f7-b24d-42f3-8871-7dab3fa35e96.h5ad,4147
524d4513-8afd-4120-9b7b-fe31ae10c29b,0,0,,,blood;brain;intestine;kidney;liver;lung,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,SCLC RU1215 epithelial cells,524d4513-8afd-4120-9b7b-fe31ae10c29b.h5ad,3923
524e045e-e74c-4e00-9884-d5c3bef3d862,0,0,,,blood;brain;intestine;kidney;liver;lung,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity",10.1002/hep4.1854,Healthy human liver: hepatic stellate cells,524e045e-e74c-4e00-9884-d5c3bef3d862.h5ad,1374
5263b821-82f6-4344-acf7-a3821ef0c1bf,0,0,,,blood;brain;intestine;kidney;liver;lung,Single cell RNA sequencing of the human embryonic meninges at 5-13 weeks post conception,,Vascular_endothelial,5263b821-82f6-4344-acf7-a3821ef0c1bf.h5ad,7358
527641f0-df64-4c80-957c-a65dccd477bc,7750,10,blood,normal,blood;brain;intestine;kidney;liver;lung,Comparative Analysis of Commercial Single-Cell RNA Sequencing Technologies,10.1093/nar/gkae1186,10X_FRP-rep2,527641f0-df64-4c80-957c-a65dccd477bc.h5ad,7750
529bb209-9d7b-44da-bfa4-f6e4745c46c2,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Basal nuclei (BN) - Body of the Caudate - CaB,529bb209-9d7b-44da-bfa4-f6e4745c46c2.h5ad,32678
52ea546e-9229-40ef-b048-a2e694dd73e8,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,"Dissection: Cerebral cortex (Cx) - Anterior parahippocampal gyrus, posterior part (APH) - Medial entorhinal cortex - MEC",52ea546e-9229-40ef-b048-a2e694dd73e8.h5ad,50362
52f18bc3-52d9-487b-bf8f-f0b7aa684b09,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Midbrain (M) - Substantia Nigra - SN,52f18bc3-52d9-487b-bf8f-f0b7aa684b09.h5ad,59505
531c9543-9093-45ed-93ac-ebc5815bfb8a,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Supercluster: Fibroblast,531c9543-9093-45ed-93ac-ebc5815bfb8a.h5ad,9156
5346f9c6-755e-4336-94cc-38706ec00c2f,0,0,,,blood;brain;intestine;kidney;liver;lung,Transcriptomic cytoarchitecture reveals principles of human neocortex organization,10.1126/science.adf6812,Supercluster: Non-neuronal cells,5346f9c6-755e-4336-94cc-38706ec00c2f.h5ad,108940
535e9336-2d8d-43c3-944d-bcbebe20df8a,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell roadmap of human gonadal development,10.1038/s41586-022-04918-4,Human Male,535e9336-2d8d-43c3-944d-bcbebe20df8a.h5ad,133811
53bc5729-6202-4351-bc99-1f36139e9dc4,0,0,,,blood;brain;intestine;kidney;liver;lung,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Vip - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),53bc5729-6202-4351-bc99-1f36139e9dc4.h5ad,100215
53ce2631-3646-4172-bbd9-38b0a44d8214,0,0,,,blood;brain;intestine;kidney;liver;lung,Multi-omic profiling of the developing human cerebral cortex at the single cell level,10.1126/sciadv.adg3754,10x scRNA-seq from human cortex,53ce2631-3646-4172-bbd9-38b0a44d8214.h5ad,45549
53d208b0-2cfd-4366-9866-c3c6114081bc,184670,34,blood;kidney;liver;lung,normal,blood;brain;intestine;kidney;liver;lung,Tabula Sapiens,10.1126/science.abl4896,Tabula Sapiens - All Cells,53d208b0-2cfd-4366-9866-c3c6114081bc.h5ad,1136218
53d9dafe-deb9-40b2-8bb4-38774fc8fc02,0,0,,,blood;brain;intestine;kidney;liver;lung,Single cell atlas of the human retinal pigment epithelium and the choroid,,snRNA-seq of human of the human retinal pigment epithelium and the choroid - all cells,53d9dafe-deb9-40b2-8bb4-38774fc8fc02.h5ad,566546
5467c340-864c-4810-86ef-647039c07148,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell and spatial mapping Identify cell types and signaling Networks in the human ureter,10.1016/j.devcel.2022.07.004,Adult ureter urothelial subset,5467c340-864c-4810-86ef-647039c07148.h5ad,13544
547b47fa-d4e4-439e-bace-5b3b0f45fa23,0,0,,,blood;brain;intestine;kidney;liver;lung,Single cell atlas of the human retina,10.1101/2023.11.07.566105,snRNA-seq of human retina - retinal ganglion cell subset - refined clustering,547b47fa-d4e4-439e-bace-5b3b0f45fa23.h5ad,345257
54999653-92b5-40e8-8438-0456ddb62cb2,0,0,,,blood;brain;intestine;kidney;liver;lung,A spatial human thymus cell atlas mapped to a continuous tissue axis,10.1038/s41586-024-07944-6,thymus scRNA-seq atlas - myeloid p1 subset,54999653-92b5-40e8-8438-0456ddb62cb2.h5ad,2923
54d56674-e4e1-4e3c-9110-ea5cc2ac0eb5,0,0,,,blood;brain;intestine;kidney;liver;lung,HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment,10.1038/s41591-024-03215-z,HTAPP-917-SMP-4531 scRNA-seq,54d56674-e4e1-4e3c-9110-ea5cc2ac0eb5.h5ad,11074
54ea5aba-3413-4c6b-a925-b4f1635d6580,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell and spatial mapping Identify cell types and signaling Networks in the human ureter,10.1016/j.devcel.2022.07.004,Adult ureter immune subset,54ea5aba-3413-4c6b-a925-b4f1635d6580.h5ad,12162
55003f67-c494-46f1-83fb-902745646379,0,0,,,blood;brain;intestine;kidney;liver;lung,Human breast cell atlas,10.1038/s41588-024-01688-9,Integrated HBCA,55003f67-c494-46f1-83fb-902745646379.h5ad,2122065
5500c673-1610-40a0-86d9-64d987ae50e6,0,0,,,blood;brain;intestine;kidney;liver;lung,Integrated adult and foetal heart single-cell RNA sequencing,10.1038/s44161-022-00183-w,Integrated adult and foetal hearts,5500c673-1610-40a0-86d9-64d987ae50e6.h5ad,60668
551ad2bc-2e82-4541-8aab-849988d43752,0,0,,,blood;brain;intestine;kidney;liver;lung,Human skeletal muscle ageing atlas,10.1038/s43587-024-00613-3,Myofiber (cells and nuclei),551ad2bc-2e82-4541-8aab-849988d43752.h5ad,87522
5525b4bd-e4e1-49d2-8734-0e7e14c5515f,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell integration reveals metaplasia in inflammatory gut diseases,10.1038/s41586-024-07571-1,Healthy - Large Intestine (second trimester),5525b4bd-e4e1-49d2-8734-0e7e14c5515f.h5ad,4475
55ca4411-8c7d-4aef-a572-50852e030c05,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell transcriptomic analysis of gingivo-buccal oral cancer reveals two dominant cellular programs,10.1111/cas.15979,ALL- Cells of gingivo-buccal oral squamous cell carcinoma,55ca4411-8c7d-4aef-a572-50852e030c05.h5ad,28186
55cf0ea3-9d2b-4294-871e-bb4b49a79fc7,0,0,,,blood;brain;intestine;kidney;liver;lung,Tabula Sapiens,10.1126/science.abl4896,Tabula Sapiens - Tongue,55cf0ea3-9d2b-4294-871e-bb4b49a79fc7.h5ad,38754
5662e542-8cf7-487b-8423-f50b64dc6421,0,0,,,blood;brain;intestine;kidney;liver;lung,Chromatin accessibility during human first-trimester neurodevelopment,10.1038/s41586-024-07234-1,All_Vascular,5662e542-8cf7-487b-8423-f50b64dc6421.h5ad,5683
569bce19-14c3-436f-bebf-543e5ea025dc,0,0,,,blood;brain;intestine;kidney;liver;lung,Integrated human endoderm-derived organoids cell atlas (HEOCA),10.1038/s41588-025-02182-6,human lung organoid cell atlas,569bce19-14c3-436f-bebf-543e5ea025dc.h5ad,221425
56a4bc14-9407-45fd-8786-f7f6fc87c9dd,0,0,,,blood;brain;intestine;kidney;liver;lung,Simultaneous profiling of transcription and chromatin accessibility at the single-cell level for postnatal human brain development,10.1038/s41588-025-02083-8,Postnatal human brain development: RNA,56a4bc14-9407-45fd-8786-f7f6fc87c9dd.h5ad,101924
56c33a38-2732-4e53-a9c1-1bc61eda9a99,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Cerebral cortex (Cx) - Postcentral gyrus (PoCG) - Primary somatosensory cortex - S1C,56c33a38-2732-4e53-a9c1-1bc61eda9a99.h5ad,38188
56c4912d-2bae-4b64-98f2-af8a84389208,1092789,18,brain,glioblastoma,blood;brain;intestine;kidney;liver;lung,"Harmonized single-cell landscape, intercellular crosstalk and tumor architecture of glioblastoma",10.1101/2022.08.27.505439,Extended GBmap,56c4912d-2bae-4b64-98f2-af8a84389208.h5ad,1135677
572f3f3e-d3e4-4d13-8e2b-88215e508481,0,0,,,blood;brain;intestine;kidney;liver;lung,Cells of the adult human heart,10.1038/s41586-020-2797-4,Vascular — Cells of the adult human heart,572f3f3e-d3e4-4d13-8e2b-88215e508481.h5ad,195395
574e9f9e-f8b4-41ef-bf19-89a9964fd9c7,0,0,,,blood;brain;intestine;kidney;liver;lung,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions,10.1002/path.5751,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,574e9f9e-f8b4-41ef-bf19-89a9964fd9c7.h5ad,83451
576f193c-75d0-4a11-bd25-8676587e6dc2,107174,11,brain;liver;lung,lung adenocarcinoma;normal;small cell lung carcinoma,blood;brain;intestine;kidney;liver;lung,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,Combined samples,576f193c-75d0-4a11-bd25-8676587e6dc2.h5ad,147137
577b8c6e-892b-4d62-b140-1fdca940a649,0,0,,,blood;brain;intestine;kidney;liver;lung,A spatial human thymus cell atlas mapped to a continuous tissue axis,10.1038/s41586-024-07944-6,thymus scRNA-seq atlas - vascular cell subset,577b8c6e-892b-4d62-b140-1fdca940a649.h5ad,26313
5829c7ba-697f-418e-8b98-d605b192dc48,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease,10.1038/s41593-022-01061-1,Human Oligodendrocytes 10x scRNA-seq,5829c7ba-697f-418e-8b98-d605b192dc48.h5ad,178815
584a1915-74ac-4659-a953-f2db8c6a90c5,0,0,,,blood;brain;intestine;kidney;liver;lung,Profiling of epithelial functional states and fibroblast phenotypes in hormone therapy-naïve localised prostate cancer,10.1101/2024.10.23.619925,Single-cell atlas of 24 hormone therapy naive localised prostate cancers -- Myeloid subset,584a1915-74ac-4659-a953-f2db8c6a90c5.h5ad,2743
58679288-9ecc-4647-9781-12a3a8f8c6fd,0,0,,,blood;brain;intestine;kidney;liver;lung,Spatiotemporal analysis of human intestinal development at single-cell resolution,10.1016/j.cell.2020.12.016,Spatiotemporal analysis of human intestinal development at single-cell resolution: Myofibroblasts and Mesothelium,58679288-9ecc-4647-9781-12a3a8f8c6fd.h5ad,2833
589fe605-6d49-4abe-bff8-1675511c689a,0,0,,,blood;brain;intestine;kidney;liver;lung,Developmental Regulation of Endothelial-to-Hematopoietic Transition from iPSCs,10.1101/2024.09.24.612755,Integration of Day 8 iPSC-Derived Embryoid Bodies with Human Embryo Published Data (10X sc-RNA-seq; Wellington et al. 2024),589fe605-6d49-4abe-bff8-1675511c689a.h5ad,41670
58c43cc2-e00e-43c4-94eb-8501369264e1,0,0,,,blood;brain;intestine;kidney;liver;lung,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,OPC - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),58c43cc2-e00e-43c4-94eb-8501369264e1.h5ad,29041
58f43044-cd3c-42b8-bc0b-3498eb236359,35317,51,brain,normal,blood;brain;intestine;kidney;liver;lung,Single cell RNA sequencing of the human embryonic meninges at 5-13 weeks post conception,,All_cells,58f43044-cd3c-42b8-bc0b-3498eb236359.h5ad,156726
595c9010-99ec-462d-b6a1-2b2fe5407871,0,0,,,blood;brain;intestine;kidney;liver;lung,Dysregulation of brain and choroid plexus cell types in severe COVID-19,10.1038/s41586-021-03710-0,"A total of 27,092 droplet-based single-nucleus transcriptomes profiled across 11 cell types in the choroid plexus",595c9010-99ec-462d-b6a1-2b2fe5407871.h5ad,27092
59632ec0-6f10-48c6-af79-81024e84843e,7750,10,blood,normal,blood;brain;intestine;kidney;liver;lung,Comparative Analysis of Commercial Single-Cell RNA Sequencing Technologies,10.1093/nar/gkae1186,BD-rep2,59632ec0-6f10-48c6-af79-81024e84843e.h5ad,7750
598100f7-01da-4de4-998a-05917fd6c446,0,0,,,blood;brain;intestine;kidney;liver;lung,Comprehensive cell atlas of the first-trimester developing human brain,10.1126/science.adf1226,ClassRadialGlia,598100f7-01da-4de4-998a-05917fd6c446.h5ad,519908
59923449-e303-43e6-9e63-03ef92f5ebd1,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Supercluster: Miscellaneous,59923449-e303-43e6-9e63-03ef92f5ebd1.h5ad,25071
599504e5-d4ad-45bd-9128-823faf0fb9c9,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Supercluster: Mammillary body,599504e5-d4ad-45bd-9128-823faf0fb9c9.h5ad,16602
59b69042-47c2-47fd-ad03-d21beb99818f,49139,25,blood,COVID-19;normal,blood;brain;intestine;kidney;liver;lung,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,10.1016/j.isci.2021.103115,Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,59b69042-47c2-47fd-ad03-d21beb99818f.h5ad,49139
5a11f879-d1ef-458a-910c-9b0bdfca5ebf,0,0,,,blood;brain;intestine;kidney;liver;lung,Tabula Sapiens,10.1126/science.abl4896,Tabula Sapiens - Endothelium,5a11f879-d1ef-458a-910c-9b0bdfca5ebf.h5ad,73195
5a73f63f-18a2-49b5-b431-2c469c41a41b,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Thalamus (THM) - medial nuclear complex of thalamus (MNC) - mediodorsal nucleus of thalamus - MD,5a73f63f-18a2-49b5-b431-2c469c41a41b.h5ad,20916
5a9cfb44-494a-4540-8db8-7143b1bb5a6f,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Breast Cancer Single Cell Atlas,10.1101/2025.03.13.643025,Immune Compartment,5a9cfb44-494a-4540-8db8-7143b1bb5a6f.h5ad,274555
5ae6ab72-1927-4d5b-9826-86be65791293,0,0,,,blood;brain;intestine;kidney;liver;lung,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Sncg - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),5ae6ab72-1927-4d5b-9826-86be65791293.h5ad,22168
5af90777-6760-4003-9dba-8f945fec6fdf,253040,45,blood;kidney,kidney benign neoplasm;kidney oncocytoma;nonpapillary renal cell carcinoma;normal,blood;brain;intestine;kidney;liver;lung,Mapping single-cell transcriptomes in the intra-tumoral and associated territories of kidney cancer,10.1016/j.ccell.2022.11.001,Single-cell transcriptomic datasets of Renal cell carcinoma patients,5af90777-6760-4003-9dba-8f945fec6fdf.h5ad,270855
5b25a46f-f1cf-4caa-9e10-6ab81dfe9174,12822,28,blood,HIV infectious disease || visceral leishmaniasis,blood;brain;intestine;kidney;liver;lung,Persistent T cell unresponsiveness associated with chronic visceral leishmaniasis in HIV-coinfected patients,10.1038/s42003-024-06225-2,Longitudinal,5b25a46f-f1cf-4caa-9e10-6ab81dfe9174.h5ad,12822
5ba85070-a41c-4184-9c18-cf34c3fd0f62,0,0,,,blood;brain;intestine;kidney;liver;lung,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions,10.1002/path.5751,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - Human Fibromuscular Stromal Cells,5ba85070-a41c-4184-9c18-cf34c3fd0f62.h5ad,10742
5bc23cb2-8cfc-4960-bab1-c3027fbeefc4,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Hypothalamus (HTH) - mammillary region of HTH (HTHma) - mammillary nucleus - MN,5bc23cb2-8cfc-4960-bab1-c3027fbeefc4.h5ad,28155
5bc42b88-bb76-4954-927b-8bb7369adc64,11266,12,blood,normal,blood;brain;intestine;kidney;liver;lung,Single-cell reconstruction of the early maternal–fetal interface in humans,10.1038/s41586-018-0698-6,Pregnant Uterus (All),5bc42b88-bb76-4954-927b-8bb7369adc64.h5ad,70325
5bdc423a-59e6-457d-aa01-debd2c9c564f,0,0,,,blood;brain;intestine;kidney;liver;lung,Transcriptomic cytoarchitecture reveals principles of human neocortex organization,10.1126/science.adf6812,Dissection: Primary motor cortex (M1),5bdc423a-59e6-457d-aa01-debd2c9c564f.h5ad,114605
5c97eeeb-7e52-44b3-b010-b832b1f5424c,0,0,,,blood;brain;intestine;kidney;liver;lung,Population-scale cross-disorder atlas of the human prefrontal cortex at single-cell resolution,10.1101/2024.10.31.24316513,HBCC_Cohort,5c97eeeb-7e52-44b3-b010-b832b1f5424c.h5ad,1486324
5cdbb2ea-c622-466d-9ead-7884ad8cb99f,0,0,,,blood;brain;intestine;kidney;liver;lung,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,Amacrine cells of the human fovea and peripheral retina,5cdbb2ea-c622-466d-9ead-7884ad8cb99f.h5ad,13607
5ce42b38-d867-487f-9b40-e8bb00b21d0b,0,0,,,blood;brain;intestine;kidney;liver;lung,The landscape of immune dysregulation in Crohn’s disease revealed through single-cell transcriptomic profiling in the ileum and colon,10.1016/j.immuni.2023.01.002,colon epithelial,5ce42b38-d867-487f-9b40-e8bb00b21d0b.h5ad,97788
5d3fc988-765d-48ba-bfb5-151ef2988cac,0,0,,,blood;brain;intestine;kidney;liver;lung,The cellular landscape of breast cancer associated malignant pleural effusions,10.1002/ctm2.1356,Figure 1,5d3fc988-765d-48ba-bfb5-151ef2988cac.h5ad,49109
